no,모델명,연월,연식,연료,인승,최대출력(마력),기통,최대토크(kgm),구동방식,자동수동,국산/수입,신차가(만원),가격(만원),주행거리
6547,기아 그랜드카니발 GLX 최고급형,07/07(08년형),2008.0,디젤,,170.0,4.0,36.0,FF,,국산,2510.0,790.0,130000
6548,기아 뉴 쏘렌토R 디젤 2.0 2WD 프레스티지 ,13/08(14년형),2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2965.0,2099.0,60000
6549,쌍용 뉴코란도 290SR 소프트 탑 디젤 고급형,03/09,2003.0,디젤,,132.0,5.0,29.5,4WD,,국산,2325.0,620.0,150000
6550,쉐보레 더 넥스트 스파크 1.0 LTZ,17/11(18년형),2018.0,가솔린,,75.0,4.0,9.7,FF,,국산,1454.0,800.0,3000
6551,르노삼성 SM3 네오 SE,15/04,2015.0,가솔린,,117.0,4.0,16.1,FF,,국산,1710.0,850.0,50000
6552,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,870.0,110000
6553,현대 올 뉴 투싼 2.0 E-VGT 2WD 스타일,17/08(18년형),2018.0,디젤,,,4.0,,FF,,국산,2250.0,1750.0,30000
6554,현대 YF쏘나타 2.0 Y20 럭셔리,11/03,2011.0,가솔린,,165.0,,20.2,FF,,국산,,1299.0,90000
6555,현대 뉴 제네시스 G330 모던,16/01,2016.0,가솔린,,282.0,6.0,35.4,FR,,국산,4650.0,4230.0,3000
6556,현대 메가트럭,12/05,2012.0,디젤,,,,,,수동,국산,,4100.0,60000
6557,기아 프라이드 1.3 5도어 DM,95/07,1995.0,가솔린,5.0,73.0,,13.5,FF,수동,국산,,1650.0,170000
6558,현대 제네시스 쿠페 200 터보 P,10/12(11년형),2011.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2723.0,990.0,90000
6559,현대 그랜드스타렉스 12인승 어린이 보호차량,16/04(17년형),2017.0,디젤,,175.0,,46.0,FR,,국산,,2199.0,30000
6560,현대 뉴 에쿠스 VS380 모던,14/04(15년형),2015.0,가솔린,,334.0,6.0,40.3,FR,,국산,6783.0,10.0,20000
6561,기아 스포티지R 2.0 T-GDI 2WD TLX 최고급형,12/05,2012.0,가솔린,,261.0,,37.2,FF,,국산,2399.0,1090.0,110000
6562,르노삼성 올 뉴 SM7 RE35,11/09(12년형),2012.0,가솔린,,258.0,6.0,33.8,FF,,국산,3910.0,1090.0,120000
6563,르노삼성 SM7 VQ23 LE 플레저,07/12,2007.0,가솔린,,170.0,6.0,23.0,FF,,국산,2930.0,660.0,150000
6564,기아 올 뉴 쏘렌토 2.0 디젤 2WD 럭셔리,17/01,2017.0,디젤,,186.0,4.0,41.0,FF,,국산,2785.0,1400.0,90000
6565,기아 뉴 오피러스 GH270 고급형 럭셔리,07/02,2007.0,가솔린,,192.0,6.0,25.5,FF,,국산,3810.0,890.0,90000
6566,현대 아반떼MD M16 GDi 스마트,13/04,2013.0,가솔린,,140.0,,17.0,FF,,국산,1695.0,700.0,40000
6567,현대 LF쏘나타 2.0 CVVL 스타일,15/04,2015.0,가솔린,,168.0,4.0,20.5,FF,,국산,2255.0,1550.0,80000
6569,기아 K5 2세대 LPI MX 럭셔리,15/07(16년형),2016.0,LPG,,151.0,,19.8,FF,,국산,,1200.0,120000
6570,GM대우 알페온 EL240 프리미엄,14/11,2014.0,가솔린,,181.0,4.0,23.8,FF,,국산,4019.0,1420.0,80000
6571,쉐보레 스파크 LT,13/04,2013.0,가솔린,5.0,70.0,4.0,9.4,FF,수동,국산,1143.0,590.0,60000
6572,기아 뉴 스포티지 TLX 2WD 최고급형,08/10(09년형),2009.0,디젤,,151.0,4.0,32.0,FF,,국산,2138.0,210.0,190000
6573,쉐보레 크루즈 1.8 LTZ 플러스,11/06,2011.0,가솔린,,142.0,4.0,17.9,FF,,국산,1864.0,970.0,80000
6574,기아 더 뉴 K9 3.8 GDI 이그제큐티브,15/01,2015.0,가솔린,,334.0,6.0,40.3,FR,,국산,5680.0,2090.0,120000
6575,현대 더 뉴 벨로스터 터보 디 스펙 DCT,15/05,2015.0,가솔린,,204.0,4.0,26.9,FF,,국산,2370.0,1150.0,110000
6576,르노삼성 뉴 SM5 RE,10/11(11년형),2011.0,가솔린,,141.0,4.0,19.8,FF,,국산,2710.0,290.0,170000
6577,기아 더 뉴 K9 3.8 GDI 노블레스,16/08,2016.0,가솔린,,334.0,6.0,40.3,FR,,국산,6230.0,3390.0,60000
6578,현대 더 뉴 제네시스 쿠페 200 터보 S,12/11(13년형),2013.0,가솔린,,275.0,4.0,38.0,FR,,국산,2965.0,1640.0,40000
6579,르노삼성 SM5 뉴 임프레션 SE,07/07(08년형),2008.0,가솔린,,143.0,4.0,20.0,FF,,국산,2100.0,240.0,200000
6580,기아 K7 VG270 럭셔리,10/08(11년형),2011.0,가솔린,,200.0,6.0,26.0,FF,,국산,3340.0,510.0,100000
6581,기아 레이 1.0 가솔린 럭셔리,15/07(16년형),2016.0,가솔린,,78.0,3.0,9.6,FF,,국산,1426.0,690.0,30000
6582,기아 더 프레스티지 K7 3.0 GDI 프레스티지,11/07(12년형),2012.0,가솔린,,270.0,6.0,31.6,FF,,국산,3634.0,1640.0,60000
6583,쌍용 뉴체어맨 CM500S 마제스티,07/06,2007.0,가솔린,,197.0,6.0,27.6,FR,,국산,4737.0,499.0,170000
6584,르노삼성 SM7 뉴 아트 LE23,10/11(11년형),2011.0,가솔린,,170.0,6.0,23.0,FF,,국산,3080.0,990.0,70000
6585,기아 올 뉴 모닝 1.0 가솔린 럭셔리,14/07(15년형),2015.0,가솔린,,82.0,3.0,9.6,FF,,국산,1176.0,890.0,10000
6586,르노삼성 SM7 뉴 아트 LE23,08/01,2008.0,가솔린,,170.0,6.0,23.0,FF,,국산,3100.0,980.0,120000
6587,현대 LF쏘나타 2.0 CVVL 스타일,15/01,2015.0,가솔린,,168.0,4.0,20.5,FF,,국산,2255.0,2050.0,20000
6588,GM대우 티코 슈퍼,97/08,1997.0,가솔린,5.0,41.0,,6.0,FF,수동,국산,,199.0,90000
6589,쌍용 체어맨W V8 5000 VVIP,08/06,2008.0,가솔린,,306.0,8.0,45.0,FR,,국산,8770.0,1000.0,170000
6590,현대 그랜져HG 300 로얄,11/04,2011.0,가솔린,,270.0,6.0,31.5,FF,,국산,3901.0,2490.0,50000
6591,현대 NF쏘나타 LPI ,06/04,2006.0,LPG,,,,,FF,,국산,,130.0,180000
6592,현대 그랜져HG 220 디젤 프리미엄,15/06(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3452.0,2050.0,90000
6593,현대 LF쏘나타 2.0 CVVL 스마트 스페셜,14/04(15년형),2015.0,가솔린,,168.0,4.0,20.5,FF,,국산,2695.0,2100.0,30000
6594,기아 그랜드카니발 프레지던트 11인승,08/08(09년형),2009.0,디젤,,192.0,,36.5,FF,,국산,,699.0,140000
6595,기아 올 뉴 모닝 1.0 가솔린 럭셔리,11/07(12년형),2012.0,가솔린,,82.0,3.0,9.6,FF,,국산,1176.0,500.0,70000
6596,쉐보레 더 뉴 트랙스 1.6 디젤 프리미어,18/09(19년형),2019.0,디젤,,135.0,4.0,32.7,FF,,국산,2513.0,1290.0,20000
6597,현대 그랜져TG L330 탑,06/03,2006.0,가솔린,,233.0,6.0,31.0,FF,,국산,3577.0,399.0,210000
6598,르노삼성 뉴SM5 플래티넘 LPLi 택시/렌터카 고급형,14/00,2014.0,LPG,,,,,,,국산,,850.0,40000
6599,기아 포르테 쿱 1.6 GDI 프레스티지,11/01,2011.0,가솔린,,140.0,4.0,16.9,FF,,국산,1885.0,790.0,80000
6600,기아 뉴 쏘렌토 7인승 2.5 WGT LX 4WD 레저형,07/01,2007.0,디젤,,145.0,,36.0,4WD,,국산,,397.0,130000
6601,GM대우 뉴 라세티 1.6 플래티늄 고급형,06/08,2006.0,가솔린,,109.0,4.0,15.0,FF,,국산,1493.0,240.0,90000
6602,쌍용 카이런 2.7 LV7 4WD 고급형,05/07,2005.0,디젤,,176.0,5.0,35.7,4WD,,국산,2654.0,450.0,150000
6603,현대 제네시스 쿠페 200 터보 P,09/07,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1390.0,80000
6604,기아 더 뉴 K7 2.4 GDI 프레스티지,13/07,2013.0,가솔린,,201.0,4.0,25.5,FF,,국산,3022.0,900.0,130000
6605,르노삼성 SM5 뉴 임프레션 SE,08/06,2008.0,가솔린,,143.0,4.0,20.0,FF,,국산,2100.0,340.0,120000
6606,기아 그랜드카니발 GLX 최고급형,12/08(13년형),2013.0,디젤,,170.0,4.0,36.0,FF,,국산,2510.0,2000.0,140000
6607,르노삼성 SM7 뉴 아트 프레스티지,09/10,2009.0,가솔린,,170.0,6.0,23.0,FF,,국산,3148.0,940.0,110000
6608,르노삼성 SM7 VQ35 RE,05/03,2005.0,가솔린,,217.0,6.0,31.9,FF,,국산,3510.0,390.0,210000
6609,현대 아반떼MD M16 GDi 스마트,12/03,2012.0,가솔린,,140.0,,17.0,FF,,국산,1695.0,860.0,70000
6610,현대 맥스크루즈 2.2 e-VGT 4WD 익스클루시브 스페셜,14/01,2014.0,디젤,,200.0,4.0,44.5,4WD,,국산,4085.0,2290.0,70000
6611,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,12/01,2012.0,디젤,,184.0,4.0,40.0,FF,,국산,2615.0,990.0,140000
6612,기아 K3 1.6 GDI 럭셔리,15/10,2015.0,가솔린,,140.0,4.0,16.9,FF,,국산,1744.0,975.0,50000
6613,제네시스 G90 3.3 T-GDi AWD 프레스티지,19/03,2019.0,가솔린,,370.0,6.0,52.0,AWD,,국산,11388.0,8700.0,20000
6614,기아 쏘렌토 2.5 리미티드 4WD,03/06,2003.0,디젤,,145.0,4.0,33.0,AWD,,국산,2950.0,270.0,320000
6615,현대 아반떼HD 1.6 VVT S16 럭셔리,08/01,2008.0,가솔린,,,4.0,,FF,,국산,1389.0,550.0,140000
6616,르노삼성 뉴 SM3 PE,10/09(11년형),2011.0,가솔린,,112.0,4.0,15.9,FF,,국산,1490.0,450.0,120000
6617,기아 뉴 카렌스 2.0 LPI GX 최고급형,07/03,2007.0,LPG,7.0,136.0,4.0,18.9,FF,수동,국산,1740.0,280.0,230000
6618,기아 더 뉴 스포티지R 2.0 가솔린 T-GDI 트렌디,13/09(14년형),2014.0,가솔린,,261.0,4.0,37.2,FF,,국산,2325.0,1850.0,10000
6619,현대 제네시스 BH380 로얄,08/04,2008.0,가솔린,,290.0,6.0,36.5,FR,,국산,5472.0,1290.0,120000
6620,쉐보레 말리부 2.0 디젤 LT 프리미엄팩,15/02,2015.0,디젤,,156.0,6.0,35.8,FF,,국산,3037.0,1390.0,90000
6621,현대 아반떼AD 1.6 GDi 모던 스페셜,16/01,2016.0,가솔린,,132.0,4.0,16.3,FF,,국산,2052.0,1480.0,30000
6622,기아 그랜드카니발 GLX 기본형,07/01,2007.0,디젤,,170.0,4.0,36.0,FF,,국산,2270.0,599.0,180000
6623,현대 에쿠스 GS 300 밸류,01/10,2001.0,가솔린,,194.0,6.0,25.8,FF,,국산,3590.0,199.0,160000
6624,현대 싼타페CM 2.2 VGT MLX 2WD 기본형,08/02,2008.0,디젤,,172.0,4.0,37.0,FF,,국산,2631.0,289.0,90000
6625,현대 스타렉스 점보 터보인터쿨러 디젤 12인승 SVX 고급Ⅱ형,02/01,2002.0,디젤,,145.0,,33.0,RR,,국산,,388.0,100000
6626,제일모빌 아우러스7 이동업무차,19/00,2019.0,디젤,,,,,,,국산,,6800.0,300
6627,기아 더 뉴 K9 3.8 GDI 노블레스,16/02,2016.0,가솔린,,334.0,6.0,40.3,FR,,국산,6230.0,5390.0,7000
6628,현대 NF쏘나타 LPI,07/06,2007.0,LPG,,,,,FF,,국산,,260.0,170000
6629,기아 레이 1.0 밴 고급형,15/05(16년형),2016.0,가솔린,,78.0,3.0,9.6,FF,,국산,,1380.0,7000
6630,현대 제네시스 쿠페 200 터보 R,08/11(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2942.0,1080.0,100000
6631,현대 제네시스 쿠페 200 터보 D,10/07,2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,2320.0,580.0,70000
6632,현대 그랜드스타렉스 VAN 3인승 CVX 럭셔리,15/01,2015.0,디젤,,174.0,,41.0,FR,,국산,1920.0,1300.0,70000
6633,쌍용 렉스턴2 RX7 AWD 고급형,07/11(08년형),2008.0,디젤,,191.0,5.0,41.0,AWD,,국산,3427.0,550.0,130000
6634,쌍용 뉴체어맨 CM600L 리무진,04/06,2004.0,가솔린,,220.0,6.0,32.0,FR,,국산,6350.0,550.0,250000
6635,현대 제네시스 쿠페 200 터보 D,09/08(10년형),2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,2320.0,390.0,200000
6636,현대 제네시스 쿠페 200 터보 P,08/12(09년형),2009.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,1250.0,90000
6637,현대 포터Ⅱ 초장축 더블캡 SUP CRDi 고급형,14/01,2014.0,디젤,,,,,,수동,국산,,1100.0,70000
6638,기아 그랜드카니발 GLX 고급형,09/09(10년형),2010.0,디젤,,192.0,,36.0,FF,,국산,2475.0,1130.0,160000
6639,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 프레지던트,17/03,2017.0,디젤,,202.0,4.0,45.0,FF,,국산,5938.0,4950.0,9000
6640,기아 뉴 프라이드 1.5 VGT 4도어 SLX,06/04,2006.0,디젤,,112.0,4.0,24.5,FF,,국산,1255.0,400.0,110000
6641,기아 레이 1.0 밴 고급형,15/05(16년형),2016.0,가솔린,,78.0,3.0,9.6,FF,,국산,,990.0,10000
6642,CT&T E-ZONE,11/08,2011.0,전기,,,,,,,국산,,750.0,10000
6643,기아 모하비 KV300 4WD 상시4WD,15/08,2015.0,디젤,,260.0,6.0,56.0,4WD,,국산,4625.0,3800.0,6000
6644,제네시스 G80 3.8 GDi 파이니스트,18/11(19년형),2019.0,가솔린,,315.0,6.0,40.5,FR,,국산,7098.0,4690.0,30000
6645,쉐보레 스파크 LS 스타,11/12(12년형),2012.0,가솔린,,70.0,4.0,9.4,FF,,국산,1098.0,460.0,70000
6646,현대 e-카운티 캠핑카,07/04,2007.0,디젤,,170.0,,62.0,,수동,국산,,5300.0,60000
6647,기아 올 뉴 K7 3.3 GDi 노블레스 스페셜,16/11,2016.0,가솔린,,290.0,6.0,35.0,FF,,국산,3920.0,2390.0,80000
6648,기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,14/01,2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2380.0,790.0,170000
6649,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,15/11(16년형),2016.0,디젤,,141.0,4.0,34.7,FF,,국산,2340.0,1950.0,70000
6650,르노삼성 뉴 SM3 SE,10/11(11년형),2011.0,가솔린,,112.0,4.0,15.9,FF,,국산,1590.0,329.0,100000
6651,현대 뉴 에쿠스 VS 380 프라임,10/01,2010.0,가솔린,,290.0,6.0,36.5,FR,,국산,7580.0,1070.0,140000
6652,쉐보레 더 넥스트 스파크 1.0 LTZ,17/03,2017.0,가솔린,,,4.0,,FF,,국산,1291.0,1090.0,10000
6653,쌍용 뉴코란도 TX5 CT 최고급형,05/05,2005.0,디젤,,120.0,5.0,25.5,FR,,국산,1879.0,450.0,150000
6654,쉐보레 스파크 LPGi L,12/10,2012.0,LPG,,65.0,4.0,9.3,FF,,국산,1023.0,388.0,70000
6655,기아 뉴모닝 LX 고급형 블랙프리미엄,08/06,2008.0,가솔린,,72.0,4.0,9.2,FF,,국산,833.0,350.0,130000
6656,현대 제네시스 쿠페 200 터보 P,09/04,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1280.0,140000
6657,현대 투싼ix 디젤 LMX20 2WD 프리미엄,10/11(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2831.0,1390.0,120000
6658,현대 엑센트 1.6 VGT 위트 모던,13/04(14년형),2014.0,디젤,,,,,,수동,국산,1574.0,770.0,100000
6659,GM대우 BH 090 캠핑카,05/08,2005.0,디젤,,270.0,,,,수동,국산,,3800.0,400000
6660,현대 포터Ⅱ 초장축 슈퍼캡 HI-SUP 최고급형,17/02,2017.0,디젤,,,,,,,국산,,1599.0,10000
6661,현대 더 럭셔리 그랜져 Q270 LPI 모범형,11/01,2011.0,LPG,,165.0,,25.0,FF,,국산,,890.0,180000
6662,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,16/04,2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3630.0,2599.0,70000
6663,현대 그랜져HG 300 익스클루시브,15/01,2015.0,가솔린,,270.0,6.0,31.5,FF,,국산,3595.0,2890.0,10000
6664,기아 모하비 QV300 4WD 최고급형,12/01,2012.0,디젤,,260.0,,56.0,4WD,,국산,,2980.0,10000
6665,제네시스 G80 3.3 GDi AWD 프레스티지,18/01,2018.0,가솔린,,282.0,6.0,35.4,AWD,,국산,6110.0,5050.0,10000
6666,현대 그랜드스타렉스 WAGON 12인승 모던,16/01,2016.0,디젤,,175.0,,46.0,FR,,국산,,1390.0,90000
6667,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,14/07(15년형),2015.0,디젤,,202.0,4.0,45.0,FF,,국산,3270.0,1550.0,150000
6668,현대 벨로스터 익스트림 터보,12/10(13년형),2013.0,가솔린,,,,,,수동,국산,2195.0,1130.0,70000
6669,현대 뉴 에쿠스 VS 460 프레스티지,10/03,2010.0,가솔린,,366.0,8.0,44.8,FR,,국산,10900.0,1730.0,220000
6670,현대 포터Ⅱ 캠핑카,12/06,2012.0,디젤,,133.0,,,FR,,국산,,2150.0,200000
6671,기아 K3 1.6 GDI 트렌디,14/08(15년형),2015.0,가솔린,,140.0,4.0,16.9,FF,,국산,1837.0,970.0,60000
6672,현대 YF쏘나타 2.0 Y20 LPi 프리미어 장애인용,09/10(10년형),2010.0,LPG,,157.0,,20.0,FF,,국산,,1080.0,110000
6673,현대 제네시스 쿠페 200 터보 P,09/12(10년형),2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1350.0,60000
6674,쌍용 체어맨W V8 5000 VVIP,08/05,2008.0,가솔린,,306.0,8.0,45.0,FR,,국산,8770.0,820.0,210000
6675,현대 그랜드스타렉스 캠핑카,10/09(11년형),2011.0,디젤,,174.0,,41.0,,,국산,,2300.0,90000
6676,기아 뉴 카니발 GLX 고급형,06/11,2006.0,디젤,,192.0,,36.5,FF,,국산,,399.0,200000
6677,현대 뉴 에쿠스 VS 500 프레스티지,13/08(14년형),2014.0,가솔린,,416.0,8.0,52.0,FR,,국산,11193.0,2699.0,110000
6678,현대 에쿠스 JS 380 프리미어,05/05,2005.0,가솔린,,252.0,6.0,35.0,FF,,국산,6169.0,470.0,220000
6679,현대 그랜드스타렉스 WAGON 11인승 CVX 럭셔리,09/05,2009.0,디젤,,174.0,,41.0,FR,,국산,2155.0,630.0,120000
6680,제네시스 EQ900 3.8 GDi AWD 럭셔리,16/06,2016.0,가솔린,,315.0,6.0,40.5,AWD,,국산,7415.0,4300.0,10000
6681,기아 더 뉴 K5 2.0 트렌디,14/10(15년형),2015.0,가솔린,,172.0,4.0,20.5,FF,,국산,2485.0,1980.0,50000
6682,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,15/06(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3270.0,2450.0,50000
6683,기아 레이 1.0 가솔린 프레스티지,12/01,2012.0,가솔린,,78.0,3.0,9.6,FF,,국산,1495.0,690.0,100000
6684,기아 쏘렌토 2.5 LX 2WD 레저형,04/06,2004.0,디젤,,145.0,4.0,33.0,FR,,국산,2074.0,170.0,240000
6685,현대 제네시스 쿠페 380 GT RW,09/10(10년형),2010.0,가솔린,,303.0,6.0,36.8,FR,,국산,3428.0,980.0,110000
6686,현대 벨로스터 터보 D 스펙 DCT,12/06(13년형),2013.0,가솔린,,204.0,4.0,26.9,FF,,국산,2370.0,1350.0,50000
6687,현대 싼타페 더 프라임 2.2 디젤 4WD 익스클루시브 스페셜,17/02,2017.0,디젤,,202.0,4.0,45.0,4WD,,국산,3633.0,2390.0,50000
6688,쌍용 뉴코란도 602EL CT 밴 최고급형,03/08(04년형),2004.0,디젤,,120.0,,25.5,,,국산,,299.0,210000
6689,기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,15/09(16년형),2016.0,가솔린,,245.0,4.0,36.0,FF,,국산,3125.0,1590.0,130000
6690,현대 싼타페DM 2.0 VGT 2WD 프리미엄,15/07,2015.0,디젤,,184.0,4.0,41.0,FF,,국산,2985.0,1750.0,60000
6691,현대 그랜져TG Q270 LPI 모범형 패키지 2,07/03,2007.0,LPG,,165.0,,25.0,FF,,국산,2420.0,720.0,140000
6692,현대 아반떼AD 1.6 GDi 밸류 플러스,16/09(17년형),2017.0,가솔린,,132.0,4.0,16.3,FF,,국산,1690.0,1300.0,40000
6693,현대 YF쏘나타 2.0 Y20 LPi 탑,10/09,2010.0,LPG,,157.0,,20.0,FF,,국산,,1340.0,120000
6694,기아 파워콤비 캠핑카,96/11,1996.0,디젤,,,,,,수동,국산,,400.0,100000
6695,현대 제네시스 쿠페 200 터보 P,11/05,2011.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2723.0,1099.0,120000
6696,현대 팰리세이드 2.2 디젤 4WD 프레스티지,19/01,2019.0,디젤,,202.0,,45.0,AWD,,국산,4408.0,4380.0,20000
6697,현대 제네시스 BH330 럭셔리 프라임팩,08/06,2008.0,가솔린,,262.0,6.0,32.1,FR,,국산,4898.0,1390.0,140000
6698,현대 벨로스터 익스트림 터보,12/12(13년형),2013.0,가솔린,,204.0,4.0,26.9,FF,,국산,2195.0,999.0,80000
6699,현대 YF쏘나타 2.0 Y20 탑 최고급형,10/05,2010.0,가솔린,,165.0,4.0,20.2,FF,,국산,2785.0,830.0,100000
6700,GM대우 뉴 라세티 1.6 플래티늄 고급형,07/06,2007.0,가솔린,,109.0,4.0,15.0,FF,,국산,1510.0,380.0,100000
6701,현대 제네시스 쿠페 200 터보 P,09/02,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,780.0,110000
6702,현대 i30 1.6 VGT 유로V 럭셔리,15/01,2015.0,디젤,,128.0,,26.5,FF,,국산,,4000.0,123
6703,기아 포르테 쿱 2.0 CVVT 프레스티지,11/01,2011.0,가솔린,5.0,158.0,4.0,20.2,FF,수동,국산,1915.0,290.0,180000
6704,르노삼성 SM5 노바 RE,15/06,2015.0,가솔린,,141.0,4.0,19.8,FF,,국산,2890.0,2050.0,20000
6705,GM대우 뉴 라세티 1.6 LUX 일반형,05/12(06년형),2006.0,가솔린,,109.0,4.0,15.3,FF,,국산,1255.0,189.0,100000
6706,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,13/06,2013.0,디젤,,184.0,4.0,40.0,FF,,국산,2625.0,1690.0,100000
6707,기아 레토나 밴,02/07,2002.0,디젤,2.0,,,,,수동,국산,,200.0,150000
6708,현대 뉴 제네시스 G330 모던,15/06(16년형),2016.0,가솔린,,282.0,6.0,35.4,FR,,국산,4650.0,2950.0,60000
6709,현대 더 뉴 아반떼 1.6 GDi 텐 밀리언 리미티드,15/05,2015.0,가솔린,,140.0,4.0,16.9,FF,,국산,2005.0,1280.0,30000
6710,기아 올 뉴 모닝 1.0 가솔린 디럭스,13/11(14년형),2014.0,가솔린,,,3.0,,FF,,국산,1070.0,498.0,80000
6711,현대 싼타페DM 2.2 VGT 4WD 익스클루시브 스페셜,13/07(14년형),2014.0,디젤,,200.0,4.0,44.5,4WD,,국산,3678.0,2380.0,90000
6712,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,17/02,2017.0,디젤,,260.0,6.0,56.1,4WD,,국산,4680.0,3050.0,40000
6713,기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,14/10(15년형),2015.0,디젤,,202.0,4.0,45.0,4WD,,국산,3575.0,3270.0,30000
6714,밴텍 라쿤팝 4WD,15/07(16년형),2016.0,디젤,,174.0,,41.0,,,국산,,4500.0,5000
6715,현대 그랜져HG 300 LPG 프라임,11/06,2011.0,LPG,,235.0,,28.6,FF,,국산,,1140.0,130000
6716,현대 그랜져TG Q270 LPI 장애인용,06/07,2006.0,LPG,,165.0,,25.0,FF,,국산,24120.0,330.0,270000
6717,기아 뉴 쎄라토 1.6 VGT SLX 기본형,06/11(07년형),2007.0,디젤,,117.0,4.0,26.5,FF,,국산,1578.0,320.0,150000
6718,기아 뉴모닝 밴,09/02,2009.0,가솔린,,72.0,,9.2,FF,,국산,,288.0,90000
6719,현대 스타렉스 리무진 ,03/10,2003.0,디젤,,,,,,,국산,,695.0,180000
6720,현대 엑센트  1.4 VVT 프리미어,12/09,2012.0,가솔린,,108.0,4.0,13.9,FF,,국산,1240.0,670.0,120000
6721,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1230.0,50000
6722,기아 올 뉴 쏘렌토 2.0 디젤 4WD 프레스티지,15/01,2015.0,디젤,,186.0,4.0,41.0,4WD,,국산,3195.0,1659.0,70000
6723,현대 LF쏘나타 2.0 T-GDi 익스클루시브,15/07(16년형),2016.0,가솔린,,245.0,4.0,36.0,FF,,국산,3132.0,2580.0,10000
6724,쌍용 체어맨H 600S 최고급형,08/04,2008.0,가솔린,,220.0,6.0,31.0,FR,,국산,4044.0,370.0,130000
6725,제네시스 EQ900 3.8 GDi AWD 럭셔리,17/11(18년형),2018.0,가솔린,,315.0,6.0,40.5,AWD,,국산,7415.0,6480.0,20000
6726,현대 뉴 에쿠스 VS 380 럭셔리,13/01(12년형),2012.0,가솔린,,334.0,6.0,40.3,FR,,국산,6622.0,1990.0,70000
6727,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,17/10(18년형),2018.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5510.0,4250.0,30000
6728,현대 제네시스 쿠페 200 터보 P,09/01,2009.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,700.0,140000
6729,현대 제네시스 쿠페 200 터보 P,09/05,2009.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,1130.0,70000
6730,기아 올 뉴 프라이드 1.6 GDI 해치백 럭셔리,14/02,2014.0,가솔린,,140.0,4.0,16.9,FF,,국산,1581.0,990.0,20000
6731,기아 K7 VG240 디럭스,10/01,2010.0,가솔린,,180.0,4.0,23.5,FF,,국산,2880.0,1390.0,180000
6732,현대 벨로스터 터보 D 스펙,13/10(14년형),2014.0,가솔린,,204.0,4.0,26.9,FF,,국산,2130.0,899.0,90000
6733,쌍용 체어맨 CM 500S,99/12,1999.0,가솔린,,197.0,6.0,27.6,FR,,국산,4180.0,220.0,270000
6734,현대 엑센트  1.6 VGT 모던,13/07(14년형),2014.0,디젤,,128.0,4.0,26.5,FF,,국산,1544.0,930.0,130000
6735,쌍용 티볼리 1.6 디젤 2WD TX,15/09(16년형),2016.0,디젤,,115.0,4.0,30.6,FF,,국산,2008.0,775.0,230000
6736,현대 NF쏘나타 N20 럭셔리 고급형,06/09(07년형),2007.0,가솔린,,144.0,4.0,23.0,FF,,국산,2023.0,458.0,150000
6737,현대 LF쏘나타 하이브리드 2.0 HEV 모던,15/05(16년형),2016.0,가솔린+전기,,191.0,4.0,27.0,FF,,국산,3138.0,1490.0,140000
6738,팀 RV 이동업무차,18/05,2018.0,디젤,,133.0,,26.5,FR,,국산,,3500.0,8000
6739,현대 제네시스 쿠페 200 터보 P,11/00,2011.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2723.0,830.0,130000
