모델명,연식,최대출력(마력),기통,최대토크(kgm),신차가(만원),가격(만원),주행거리,구동방식
기아 K3 1.6 GDI 럭셔리,2015.0,140.0,4.0,16.9,1744.0,975.0,50000,0
제네시스 G90 3.3 T-GDi AWD 프레스티지,2019.0,370.0,6.0,52.0,11388.0,8700.0,20000,3
기아 쏘렌토 2.5 리미티드 4WD,2003.0,145.0,4.0,33.0,2950.0,270.0,320000,3
르노삼성 뉴 SM3 PE,2011.0,112.0,4.0,15.9,1490.0,450.0,120000,0
기아 뉴 카렌스 2.0 LPI GX 최고급형,2007.0,136.0,4.0,18.9,1740.0,280.0,230000,0
기아 더 뉴 스포티지R 2.0 가솔린 T-GDI 트렌디,2014.0,261.0,4.0,37.2,2325.0,1850.0,10000,0
현대 제네시스 BH380 로얄,2008.0,290.0,6.0,36.5,5472.0,1290.0,120000,1
쉐보레 말리부 2.0 디젤 LT 프리미엄팩,2015.0,156.0,6.0,35.8,3037.0,1390.0,90000,0
현대 아반떼AD 1.6 GDi 모던 스페셜,2016.0,132.0,4.0,16.3,2052.0,1480.0,30000,0
기아 그랜드카니발 GLX 기본형,2007.0,170.0,4.0,36.0,2270.0,599.0,180000,0
현대 에쿠스 GS 300 밸류,2001.0,194.0,6.0,25.8,3590.0,199.0,160000,0
현대 싼타페CM 2.2 VGT MLX 2WD 기본형,2008.0,172.0,4.0,37.0,2631.0,289.0,90000,0
기아 더 뉴 K9 3.8 GDI 노블레스,2016.0,334.0,6.0,40.3,6230.0,5390.0,7000,1
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,1080.0,100000,1
현대 제네시스 쿠페 200 터보 D,2010.0,210.0,4.0,30.5,2320.0,580.0,70000,1
쌍용 렉스턴2 RX7 AWD 고급형,2008.0,191.0,5.0,41.0,3427.0,550.0,130000,3
쌍용 뉴체어맨 CM600L 리무진,2004.0,220.0,6.0,32.0,6350.0,550.0,250000,1
현대 제네시스 쿠페 200 터보 D,2010.0,210.0,4.0,30.5,2320.0,390.0,200000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1250.0,90000,1
기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 프레지던트,2017.0,202.0,4.0,45.0,5938.0,4950.0,9000,0
기아 뉴 프라이드 1.5 VGT 4도어 SLX,2006.0,112.0,4.0,24.5,1255.0,400.0,110000,0
기아 모하비 KV300 4WD 상시4WD,2015.0,260.0,6.0,56.0,4625.0,3800.0,6000,2
제네시스 G80 3.8 GDi 파이니스트,2019.0,315.0,6.0,40.5,7098.0,4690.0,30000,1
쉐보레 스파크 LS 스타,2012.0,70.0,4.0,9.4,1098.0,460.0,70000,0
기아 올 뉴 K7 3.3 GDi 노블레스 스페셜,2016.0,290.0,6.0,35.0,3920.0,2390.0,80000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2014.0,184.0,4.0,41.0,2380.0,790.0,170000,0
현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,2016.0,141.0,4.0,34.7,2340.0,1950.0,70000,0
르노삼성 뉴 SM3 SE,2011.0,112.0,4.0,15.9,1590.0,329.0,100000,0
현대 뉴 에쿠스 VS 380 프라임,2010.0,290.0,6.0,36.5,7580.0,1070.0,140000,1
쌍용 뉴코란도 TX5 CT 최고급형,2005.0,120.0,5.0,25.5,1879.0,450.0,150000,1
쉐보레 스파크 LPGi L,2012.0,65.0,4.0,9.3,1023.0,388.0,70000,0
기아 뉴모닝 LX 고급형 블랙프리미엄,2008.0,72.0,4.0,9.2,833.0,350.0,130000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1280.0,140000,1
현대 투싼ix 디젤 LMX20 2WD 프리미엄,2011.0,184.0,4.0,40.0,2831.0,1390.0,120000,0
기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2016.0,202.0,4.0,45.0,3630.0,2599.0,70000,0
현대 그랜져HG 300 익스클루시브,2015.0,270.0,6.0,31.5,3595.0,2890.0,10000,0
제네시스 G80 3.3 GDi AWD 프레스티지,2018.0,282.0,6.0,35.4,6110.0,5050.0,10000,3
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2015.0,202.0,4.0,45.0,3270.0,1550.0,150000,0
현대 뉴 에쿠스 VS 460 프레스티지,2010.0,366.0,8.0,44.8,10900.0,1730.0,220000,1
기아 K3 1.6 GDI 트렌디,2015.0,140.0,4.0,16.9,1837.0,970.0,60000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1350.0,60000,1
쌍용 체어맨W V8 5000 VVIP,2008.0,306.0,8.0,45.0,8770.0,820.0,210000,1
현대 뉴 에쿠스 VS 500 프레스티지,2014.0,416.0,8.0,52.0,11193.0,2699.0,110000,1
현대 에쿠스 JS 380 프리미어,2005.0,252.0,6.0,35.0,6169.0,470.0,220000,0
제네시스 EQ900 3.8 GDi AWD 럭셔리,2016.0,315.0,6.0,40.5,7415.0,4300.0,10000,3
기아 더 뉴 K5 2.0 트렌디,2015.0,172.0,4.0,20.5,2485.0,1980.0,50000,0
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2016.0,202.0,4.0,45.0,3270.0,2450.0,50000,0
기아 레이 1.0 가솔린 프레스티지,2012.0,78.0,3.0,9.6,1495.0,690.0,100000,0
기아 쏘렌토 2.5 LX 2WD 레저형,2004.0,145.0,4.0,33.0,2074.0,170.0,240000,1
현대 제네시스 쿠페 380 GT RW,2010.0,303.0,6.0,36.8,3428.0,980.0,110000,1
현대 벨로스터 터보 D 스펙 DCT,2013.0,204.0,4.0,26.9,2370.0,1350.0,50000,0
현대 싼타페 더 프라임 2.2 디젤 4WD 익스클루시브 스페셜,2017.0,202.0,4.0,45.0,3633.0,2390.0,50000,2
기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,2016.0,245.0,4.0,36.0,3125.0,1590.0,130000,0
현대 싼타페DM 2.0 VGT 2WD 프리미엄,2015.0,184.0,4.0,41.0,2985.0,1750.0,60000,0
현대 아반떼AD 1.6 GDi 밸류 플러스,2017.0,132.0,4.0,16.3,1690.0,1300.0,40000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,1099.0,120000,1
현대 제네시스 BH330 럭셔리 프라임팩,2008.0,262.0,6.0,32.1,4898.0,1390.0,140000,1
현대 벨로스터 익스트림 터보,2013.0,204.0,4.0,26.9,2195.0,999.0,80000,0
현대 YF쏘나타 2.0 Y20 탑 최고급형,2010.0,165.0,4.0,20.2,2785.0,830.0,100000,0
GM대우 뉴 라세티 1.6 플래티늄 고급형,2007.0,109.0,4.0,15.0,1510.0,380.0,100000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,780.0,110000,1
기아 포르테 쿱 2.0 CVVT 프레스티지,2011.0,158.0,4.0,20.2,1915.0,290.0,180000,0
르노삼성 SM5 노바 RE,2015.0,141.0,4.0,19.8,2890.0,2050.0,20000,0
GM대우 뉴 라세티 1.6 LUX 일반형,2006.0,109.0,4.0,15.3,1255.0,189.0,100000,0
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2013.0,184.0,4.0,40.0,2625.0,1690.0,100000,0
현대 뉴 제네시스 G330 모던,2016.0,282.0,6.0,35.4,4650.0,2950.0,60000,1
현대 더 뉴 아반떼 1.6 GDi 텐 밀리언 리미티드,2015.0,140.0,4.0,16.9,2005.0,1280.0,30000,0
현대 싼타페DM 2.2 VGT 4WD 익스클루시브 스페셜,2014.0,200.0,4.0,44.5,3678.0,2380.0,90000,2
기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2017.0,260.0,6.0,56.1,4680.0,3050.0,40000,2
기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2015.0,202.0,4.0,45.0,3575.0,3270.0,30000,2
기아 뉴 쎄라토 1.6 VGT SLX 기본형,2007.0,117.0,4.0,26.5,1578.0,320.0,150000,0
현대 엑센트  1.4 VVT 프리미어,2012.0,108.0,4.0,13.9,1240.0,670.0,120000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1230.0,50000,1
기아 올 뉴 쏘렌토 2.0 디젤 4WD 프레스티지,2015.0,186.0,4.0,41.0,3195.0,1659.0,70000,2
현대 LF쏘나타 2.0 T-GDi 익스클루시브,2016.0,245.0,4.0,36.0,3132.0,2580.0,10000,0
쌍용 체어맨H 600S 최고급형,2008.0,220.0,6.0,31.0,4044.0,370.0,130000,1
제네시스 EQ900 3.8 GDi AWD 럭셔리,2018.0,315.0,6.0,40.5,7415.0,6480.0,20000,3
현대 뉴 에쿠스 VS 380 럭셔리,2012.0,334.0,6.0,40.3,6622.0,1990.0,70000,1
제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,2018.0,282.0,6.0,35.4,5510.0,4250.0,30000,3
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,700.0,140000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1130.0,70000,1
기아 올 뉴 프라이드 1.6 GDI 해치백 럭셔리,2014.0,140.0,4.0,16.9,1581.0,990.0,20000,0
기아 K7 VG240 디럭스,2010.0,180.0,4.0,23.5,2880.0,1390.0,180000,0
현대 벨로스터 터보 D 스펙,2014.0,204.0,4.0,26.9,2130.0,899.0,90000,0
쌍용 체어맨 CM 500S,1999.0,197.0,6.0,27.6,4180.0,220.0,270000,1
현대 엑센트  1.6 VGT 모던,2014.0,128.0,4.0,26.5,1544.0,930.0,130000,0
쌍용 티볼리 1.6 디젤 2WD TX,2016.0,115.0,4.0,30.6,2008.0,775.0,230000,0
현대 NF쏘나타 N20 럭셔리 고급형,2007.0,144.0,4.0,23.0,2023.0,458.0,150000,0
현대 LF쏘나타 하이브리드 2.0 HEV 모던,2016.0,191.0,4.0,27.0,3138.0,1490.0,140000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,830.0,130000,1
기아 레이 1.0 가솔린 프레스티지,2012.0,78.0,3.0,9.6,1495.0,590.0,120000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,1430.0,60000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1340.0,90000,1
기아 올 뉴 카니발 2.2 디젤 9인승 럭셔리,2017.0,202.0,4.0,45.0,3045.0,1677.0,90000,0
기아 포르테 1.6 CVVT 프리미엄 SI 블랙,2010.0,124.0,4.0,15.9,1731.0,730.0,90000,0
현대 싼타페DM 2.0 VGT 2WD 프리미엄,2013.0,184.0,4.0,41.0,3008.0,2050.0,60000,0
르노삼성 SM5 뉴 임프레션 SE,2008.0,143.0,4.0,20.0,2100.0,210.0,110000,0
기아 쏘렌토 2.5 LX 2WD 최고급형,2004.0,145.0,4.0,33.0,2149.0,490.0,200000,1
현대 뉴 에쿠스 VS380 모던,2013.0,334.0,6.0,40.3,6839.0,3250.0,120000,1
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2017.0,202.0,4.0,45.0,3340.0,2500.0,40000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2015.0,282.0,6.0,35.4,5401.0,2890.0,130000,3
쉐보레 카마로 SS 6.2 V8,2017.0,453.0,8.0,62.9,5098.0,3450.0,40000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,890.0,50000,1
쉐보레 올 뉴 말리부 2.0 터보 LTZ 프리미엄,2017.0,253.0,4.0,36.0,3308.0,2130.0,30000,0
기아 스포티지 4세대 2.0 디젤 2WD 노블레스,2017.0,186.0,4.0,41.0,2685.0,2350.0,20000,0
르노삼성 SM5 뉴 임프레션 XE,2009.0,143.0,4.0,20.0,2330.0,499.0,150000,0
현대 투스카니 2.0 GL 고급형,2006.0,143.0,4.0,19.0,1282.0,290.0,120000,0
기아 올 뉴 K7 3.3 GDi 노블레스,2017.0,290.0,6.0,35.0,3560.0,2100.0,20000,0
현대 벨로스터 DCT 팩,2012.0,140.0,4.0,17.0,2200.0,1200.0,40000,0
현대 i30CW 1.6 VGT 럭셔리,2009.0,117.0,4.0,26.5,1770.0,650.0,140000,0
현대 YF쏘나타 2.0 Y20 프리미어 최고급형,2010.0,165.0,4.0,20.2,2580.0,350.0,190000,0
르노삼성 SM6 2.0 GDe LE,2016.0,150.0,4.0,20.6,2795.0,1240.0,140000,0
제네시스 G80 3.8 GDi AWD 파이니스트,2019.0,315.0,6.0,40.5,7170.0,5690.0,10000,3
현대 아반떼XD 1.5 디럭스 고급형,2002.0,108.0,4.0,14.3,1060.0,165.0,70000,0
현대 더 뉴 그랜드스타렉스 어반 9인승 2WD 프리미엄,2018.0,175.0,4.0,46.0,2700.0,2340.0,30000,1
기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,2013.0,82.0,3.0,9.6,1050.0,699.0,20000,0
기아 K3 1.6 GDI 노블레스,2014.0,140.0,4.0,16.9,1999.0,1059.0,30000,0
기아 오피러스 프리미엄 GH270 스페셜,2010.0,195.0,6.0,25.6,3574.0,1050.0,70000,0
쉐보레 스파크 LPGi LS 스타,2013.0,65.0,4.0,9.3,1216.0,538.0,70000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2014.0,282.0,6.0,35.4,5510.0,2400.0,110000,3
쌍용 체어맨W CW700 프레스티지,2009.0,250.0,6.0,35.0,6620.0,1180.0,170000,1
기아 뉴 쏘렌토R 디젤 2.0 2WD TLX 스페셜,2014.0,184.0,4.0,41.0,2875.0,1990.0,50000,0
기아 쏘렌토R 2.2 TLX 4WD 최고급형,2010.0,200.0,4.0,44.5,3221.0,899.0,170000,2
르노삼성 SM7 뉴 아트 SE23,2008.0,170.0,6.0,23.0,2750.0,350.0,190000,0
현대 뉴 제네시스 G330 프리미엄,2015.0,282.0,6.0,35.4,5255.0,2550.0,120000,1
현대 아반떼AD 1.6 T-GDi 스포츠 7 DCT,2018.0,204.0,4.0,26.9,2160.0,1590.0,50000,0
현대 YF쏘나타 2.0 Y20 탑 최고급형,2010.0,165.0,4.0,20.2,2785.0,970.0,140000,0
쌍용 코란도 투리스모 2.0 디젤 4WD 샤토 11인승,2014.0,155.0,4.0,36.7,4737.0,2550.0,110000,2
현대 아반떼AD 1.6 GDi 모던,2016.0,132.0,4.0,16.3,1929.0,900.0,30000,0
기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스 스페셜,2017.0,186.0,4.0,41.0,3530.0,3640.0,7000,2
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,1080.0,70000,1
현대 그랜져HG 240 럭셔리,2012.0,201.0,4.0,25.5,2994.0,1150.0,90000,0
기아 레이 1.0 터보 프레스티지,2016.0,106.0,3.0,14.0,1594.0,1230.0,20000,0
쌍용 코란도 투리스모 2.0 디젤 4WD 샤토 하이리무진,2014.0,155.0,4.0,36.7,4737.0,2259.0,40000,2
쉐보레 더 넥스트 스파크 1.0 LTZ,2016.0,75.0,4.0,9.6,1308.0,1160.0,6000,0
현대 제네시스 쿠페 200 터보 R,2011.0,210.0,4.0,30.5,3022.0,1090.0,140000,1
기아 K9 3.3 GDI RVIP,2014.0,300.0,6.0,35.5,6280.0,1950.0,120000,1
현대 뉴 제네시스 G330 모던 AWD,2015.0,282.0,6.0,35.4,4807.0,4070.0,30000,3
기아 K7 VG270 럭셔리 프리미엄,2011.0,200.0,6.0,26.0,3590.0,1020.0,100000,0
기아 K3 1.6 GDI 프레스티지,2013.0,140.0,4.0,16.9,1875.0,780.0,80000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 에이스,2016.0,184.0,4.0,41.0,2470.0,1430.0,80000,0
현대 벨로스터 터보 D 스펙,2014.0,204.0,4.0,26.9,2130.0,630.0,90000,0
현대 뉴 에쿠스 VS 380 프레스티지 VIP Ⅰ,2011.0,290.0,6.0,36.5,9020.0,1630.0,230000,1
현대 제네시스 BH330 럭셔리 프라임팩,2008.0,262.0,6.0,32.1,4898.0,1190.0,140000,1
제네시스 G80 3.3 GDi 럭셔리,2020.0,282.0,6.0,35.4,4899.0,4330.0,3000,1
기아 뉴 오피러스 GH330 최고급형,2007.0,247.0,6.0,31.5,4250.0,890.0,160000,0
현대 그랜져TG S380 탑,2006.0,264.0,6.0,35.5,4059.0,790.0,160000,0
기아 뉴 쏘렌토 7인승 2.5 WGT LX 2WD 최고급형,2007.0,145.0,4.0,33.0,2360.0,488.0,140000,1
기아 뉴 쏘렌토R 디젤 2.0 2WD TLX 스페셜,2013.0,184.0,4.0,41.0,2875.0,2230.0,30000,0
기아 레이 1.0 터보 프레스티지,2015.0,106.0,3.0,14.0,1594.0,1050.0,60000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,800.0,110000,1
쌍용 뉴코란도 602EL 밴 디젤 기본형,1998.0,95.0,5.0,19.6,1551.0,190.0,180000,2
기아 뉴 카렌스 2.0 LPI GX 최고급형,2007.0,136.0,4.0,18.9,1740.0,339.0,170000,0
현대 에쿠스 VS 450 프리미어,2007.0,268.0,8.0,37.9,7696.0,469.0,190000,0
르노삼성 뉴 SM5 RE,2010.0,141.0,4.0,19.8,2650.0,350.0,70000,0
GM대우 All New 마티즈 조이 고급형,2008.0,52.0,3.0,7.2,891.0,220.0,60000,0
현대 아반떼MD M16 GDi 블루세이버,2012.0,140.0,4.0,16.9,1790.0,1170.0,80000,0
기아 포르테 1.6 CVVT 프리미엄 SLI 블랙 스페셜,2009.0,124.0,4.0,15.9,1819.0,310.0,160000,0
현대 그랜져TG Q270 디럭스,2006.0,195.0,6.0,25.6,2771.0,280.0,210000,0
쌍용 뉴코란도 230SL 디젤 최고급형,2003.0,101.0,4.0,21.5,1875.0,420.0,70000,2
기아 K5 2.0 터보 노블레스,2013.0,271.0,4.0,37.1,2925.0,1150.0,110000,0
기아 더 뉴 K7 2.4 GDI 프레스티지,2015.0,201.0,4.0,25.5,2960.0,999.0,100000,0
쌍용 액티언 CX5 4WD 최고급형,2009.0,145.0,4.0,31.6,2261.0,450.0,80000,2
현대 아반떼AD 1.6 T-GDi 스포츠 익스트림 셀렉션,2017.0,204.0,4.0,26.9,2415.0,1590.0,70000,0
현대 뉴 에쿠스 VL 500 프레스티지 리무진,2010.0,400.0,8.0,51.0,14600.0,2250.0,130000,1
기아 K3 1.6 GDI 프레스티지,2015.0,140.0,4.0,16.9,1895.0,930.0,40000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,1350.0,90000,0
현대 아반떼HD 1.6 VGT S16 럭셔리,2007.0,117.0,4.0,26.5,1625.0,489.0,130000,0
기아 K9 3.8 GDI 프레지던트,2013.0,334.0,6.0,40.3,8538.0,3350.0,140000,1
현대 i40 1.7 VGT 왜건 스마트,2012.0,140.0,4.0,33.0,2775.0,1100.0,160000,0
쌍용 코란도 스포츠 어드벤처 60주년 에디션 4WD,2015.0,181.0,4.0,36.7,2560.0,1750.0,30000,2
기아 레이 1.0 가솔린 프레스티지,2012.0,78.0,3.0,9.6,1495.0,890.0,60000,0
현대 그랜져HG 240 럭셔리,2012.0,201.0,4.0,25.5,2994.0,1429.0,100000,0
기아 올 뉴 카니발 2.2 디젤 7인승 리무진 프레지던트,2017.0,202.0,4.0,45.0,3950.0,2900.0,70000,0
기아 오피러스 프리미엄 GH330 고급형,2010.0,259.0,6.0,32.2,4186.0,660.0,140000,0
르노삼성 뉴 SM5 SE,2012.0,141.0,4.0,19.8,2253.0,870.0,30000,0
기아 K5 터보 노블레스,2012.0,271.0,4.0,37.1,2945.0,1590.0,90000,0
현대 제네시스 BH330 럭셔리 프라임팩,2008.0,262.0,6.0,32.1,4898.0,1000.0,390000,1
제네시스 G80 3.3 GDi AWD 럭셔리,2017.0,282.0,6.0,35.4,4810.0,2200.0,30000,3
현대 그랜져HG 300 익스클루시브,2014.0,270.0,6.0,31.5,3595.0,1750.0,100000,0
기아 K7 VG240 디럭스 스페셜,2010.0,180.0,4.0,23.5,3070.0,1499.0,170000,0
기아 로체 이노베이션 2.0 LEX 최고급형,2009.0,163.0,4.0,20.1,2223.0,520.0,80000,0
현대 쏘나타 트랜스폼 N20 프리미어 블랙 최고급형,2008.0,163.0,4.0,20.1,2374.0,850.0,110000,0
현대 아반떼AD 스포츠 1.6 T-GDi M/T,2017.0,204.0,4.0,26.9,1965.0,1200.0,40000,0
현대 싼타페 더 프라임 2.0 디젤 4WD 익스클루시브 스페셜,2016.0,186.0,4.0,41.0,3528.0,3390.0,8000,2
현대 제네시스 GP380 프라다,2013.0,334.0,6.0,40.3,7017.0,1090.0,300000,1
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1350.0,60000,1
현대 더 뉴 아반떼 1.6 GDi 모던,2016.0,132.0,4.0,16.3,1965.0,890.0,80000,0
현대 제네시스 쿠페 380 GT RW,2009.0,303.0,6.0,36.8,3428.0,1300.0,130000,1
기아 뉴 오피러스 GH330 최고급형,2007.0,247.0,6.0,31.5,4250.0,320.0,220000,0
르노삼성 QM3 RE 시그니처,2016.0,90.0,4.0,22.4,2580.0,855.0,50000,0
현대 뉴 에쿠스 VS 460 프레스티지,2010.0,366.0,8.0,44.8,10900.0,1560.0,170000,1
기아 K3 1.6 GDI 트렌디,2013.0,140.0,4.0,16.9,1788.0,1220.0,30000,0
기아 뉴 프라이드 1.6 CVVT 5도어 골드,2007.0,112.0,4.0,14.8,1126.0,299.0,130000,0
기아 올 뉴 K7 3.3 GDi 노블레스,2016.0,290.0,6.0,35.0,3490.0,2050.0,80000,0
기아 더 뉴 카니발 2.2 디젤 9인승 노블레스,2019.0,202.0,4.0,45.0,3820.0,3030.0,10000,0
현대 엑센트  1.6 VGT 위트 프리미어,2012.0,128.0,4.0,26.5,1550.0,550.0,150000,0
현대 뉴 에쿠스 VL 500 프레스티지,2014.0,416.0,8.0,52.0,14672.0,3600.0,120000,1
현대 그랜져IG 3.0 GDI 익스클루시브,2018.0,266.0,6.0,31.4,3595.0,1950.0,20000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1330.0,40000,1
현대 그랜져HG 300 익스클루시브,2013.0,270.0,6.0,31.5,3595.0,1490.0,170000,0
기아 K5 2.0 럭셔리,2011.0,165.0,4.0,20.2,2495.0,1039.0,60000,0
현대 i40 살룬 2.0 GDi 디 스팩,2016.0,140.0,4.0,33.0,2875.0,1750.0,30000,0
현대 YF쏘나타 2.0 Y20 프라임 블랙,2011.0,165.0,4.0,20.2,2410.0,1280.0,10000,0
현대 아반떼AD 1.6 e-VGT 스타일,2016.0,136.0,4.0,26.5,1630.0,1350.0,40000,0
현대 제네시스 BH380 로얄 VIP 팩,2012.0,334.0,6.0,40.3,6290.0,2050.0,90000,1
기아 더 프레스티지 K7 2.4 GDI 프레스티지,2012.0,201.0,4.0,25.5,3136.0,1899.0,60000,0
기아 쏘렌토R 2.0 TLX 2WD 최고급형,2010.0,184.0,4.0,40.0,2791.0,1130.0,140000,0
기아 레이 1.0 가솔린 디럭스,2016.0,78.0,3.0,9.6,1281.0,850.0,20000,0
현대 투스카니 2.0 GT 기본형,2003.0,143.0,4.0,19.0,1420.0,250.0,200000,0
기아 더 뉴 K5 2.0 트렌디,2014.0,172.0,4.0,20.5,2470.0,1170.0,140000,0
기아 쏘울 1.6 2U 고급형,2009.0,124.0,4.0,15.9,1461.0,380.0,130000,0
현대 그랜져TG Q270 럭셔리,2007.0,195.0,6.0,25.6,2971.0,550.0,160000,0
GM대우 All New 마티즈 SE 기본형,2007.0,52.0,3.0,7.4,713.0,190.0,30000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,870.0,90000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1090.0,60000,1
쌍용 뉴체어맨 CM600S 마제스티,2004.0,220.0,6.0,32.0,5450.0,250.0,240000,1
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2015.0,202.0,4.0,45.0,4985.0,3350.0,70000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2015.0,282.0,6.0,35.4,5401.0,4000.0,10000,3
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2011.0,184.0,4.0,40.0,2615.0,750.0,210000,0
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2012.0,184.0,4.0,40.0,2615.0,1090.0,120000,0
현대 에쿠스 GS 350,2004.0,210.0,6.0,31.0,4880.0,350.0,170000,0
기아 K5 2.0 터보 프레스티지,2012.0,271.0,4.0,37.1,2815.0,1450.0,120000,0
현대 제네시스 BH330 럭셔리,2009.0,262.0,6.0,32.1,4724.0,1290.0,240000,1
현대 뉴 제네시스 G380 파이니스트 에디션 AWD,2014.0,315.0,6.0,40.5,7123.0,4999.0,40000,3
기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2014.0,201.0,4.0,25.5,3141.0,2239.0,40000,0
GM대우 All New 마티즈 슈퍼 고급형,2006.0,52.0,3.0,7.2,914.0,190.0,90000,0
현대 i30 1.6 VVT 프리미어,2008.0,121.0,4.0,15.7,1685.0,360.0,150000,0
현대 제네시스 BH380 로얄 VIP 팩,2008.0,290.0,6.0,36.5,6021.0,1190.0,280000,1
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012.0,184.0,4.0,40.0,2499.0,1090.0,130000,0
쉐보레 스파크 LPGi L,2014.0,65.0,4.0,9.3,1025.0,358.0,120000,0
기아 K3 1.6 GDI 노블레스,2013.0,140.0,4.0,16.9,1975.0,1200.0,30000,0
현대 뉴 에쿠스 VS 380 럭셔리,2011.0,290.0,6.0,36.5,6622.0,1280.0,190000,1
쌍용 티볼리 1.6 가솔린 2WD LX,2016.0,126.0,4.0,16.0,2221.0,1350.0,20000,0
현대 뉴 제네시스 G330 프리미엄,2016.0,282.0,6.0,35.4,5255.0,3900.0,10000,1
기아 K7 VG270 럭셔리,2010.0,200.0,6.0,26.0,3330.0,1399.0,140000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,550.0,190000,1
기아 레이 1.0 터보 프레스티지,2013.0,106.0,3.0,14.0,1574.0,930.0,110000,0
GM대우 알페온 CL300 프리미엄,2011.0,263.0,6.0,29.6,3695.0,520.0,120000,0
기아 모하비 KV300 4WD 최고급형,2015.0,250.0,6.0,55.1,4605.0,4250.0,8000,2
현대 그랜져HG 240 모던,2013.0,201.0,4.0,25.5,2976.0,1890.0,80000,0
현대 싼타페CM 2.2 VGT CLX 2WD 최고급형,2007.0,172.0,4.0,37.0,2984.0,890.0,110000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,550.0,90000,1
현대 제네시스 쿠페 380 GT RW,2010.0,303.0,6.0,36.8,3428.0,950.0,60000,1
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,450.0,200000,0
쉐보레 어메이징 뉴 크루즈 1.6 디젤 LTZ,2016.0,134.0,4.0,32.6,2367.0,930.0,50000,0
현대 제네시스 쿠페 380 GT RW,2011.0,303.0,6.0,36.8,3582.0,990.0,110000,1
현대 투싼 2.0 VGT 디젤 MX 2WD 고급형,2009.0,151.0,4.0,32.0,2037.0,400.0,140000,0
쌍용 티볼리 에어 1.6 가솔린 2WD IX,2017.0,126.0,4.0,16.0,2128.0,1420.0,30000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,850.0,130000,0
기아 로체 D-LEV 고급형,2006.0,143.0,4.0,32.0,2209.0,339.0,190000,0
